Value,Count,LC20_BPS_220,LC24_SCla_250,nps_4kplus,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,LABEL,UNIT_NAME,UNIT_TYPE
2897,68.000000000000000,1612,2,265,14930_41_42_44_50,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,-9999,-9999,17,B,Mississippi National River and Recreation Area,National River
2898,180.000000000000000,1606,2,265,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,432,67,58,B,Mississippi National River and Recreation Area,National River
2899,301.000000000000000,1590,1,265,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,74,56,23,13,A,Mississippi National River and Recreation Area,National River
2900,1968.000000000000000,1590,3,265,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,74,56,23,13,C,Mississippi National River and Recreation Area,National River
2901,2329.000000000000000,1590,4,265,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,74,56,23,13,D,Mississippi National River and Recreation Area,National River
2902,1.000000000000000,1610,3,265,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,C,Mississippi National River and Recreation Area,National River
2903,76.000000000000000,1599,4,265,13940_39_40_41,North-Central Interior Oak Savanna,Hardwood,550,165,5,5,D,Mississippi National River and Recreation Area,National River
2904,5.000000000000000,1608,4,265,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,716,-9999,123,105,D,Mississippi National River and Recreation Area,National River
2905,1776.000000000000000,1590,7,265,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,74,56,23,13,UE,Mississippi National River and Recreation Area,National River
2906,21728.000000000000000,1590,120,265,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,74,56,23,13,Developed,Mississippi National River and Recreation Area,National River
2907,135.000000000000000,1606,180,265,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,432,67,58,Agriculture,Mississippi National River and Recreation Area,National River
2908,161.000000000000000,1609,180,265,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,Agriculture,Mississippi National River and Recreation Area,National River
2909,5.000000000000000,1613,2,265,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,18,-9999,-9999,18,B,Mississippi National River and Recreation Area,National River
2910,452.000000000000000,1590,180,265,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,74,56,23,13,Agriculture,Mississippi National River and Recreation Area,National River
2911,88.000000000000000,1609,1,265,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,A,Mississippi National River and Recreation Area,National River
2912,16.000000000000000,1591,1,265,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,1027,-9999,857,467,A,Mississippi National River and Recreation Area,National River
2913,21.000000000000000,1613,180,265,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,18,-9999,-9999,18,Agriculture,Mississippi National River and Recreation Area,National River
2914,8.000000000000000,1613,6,265,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,18,-9999,-9999,18,UN,Mississippi National River and Recreation Area,National River
2915,6.000000000000000,1590,5,265,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,74,56,23,13,E,Mississippi National River and Recreation Area,National River
2916,1.000000000000000,1610,180,265,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,Agriculture,Mississippi National River and Recreation Area,National River
2917,4.000000000000000,1610,120,265,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,Developed,Mississippi National River and Recreation Area,National River
2918,28.000000000000000,1590,6,265,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,74,56,23,13,UN,Mississippi National River and Recreation Area,National River
2919,2.000000000000000,1608,3,265,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,716,-9999,123,105,C,Mississippi National River and Recreation Area,National River
2920,4.000000000000000,1590,2,265,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,74,56,23,13,B,Mississippi National River and Recreation Area,National River
2921,7.000000000000000,1600,1,265,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,341,246,5,5,A,Mississippi National River and Recreation Area,National River
2922,8.000000000000000,1606,1,265,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,432,67,58,A,Mississippi National River and Recreation Area,National River
2923,21.000000000000000,1610,1,265,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,A,Mississippi National River and Recreation Area,National River
2924,23.000000000000000,1598,120,265,13653_41,Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,Conifer,112,243,-9999,76,Developed,Mississippi National River and Recreation Area,National River
2925,337.000000000000000,1588,120,265,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,2040,-9999,-9999,2040,Developed,Mississippi National River and Recreation Area,National River
2926,25.000000000000000,1598,2,265,13653_41,Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,Conifer,112,243,-9999,76,B,Mississippi National River and Recreation Area,National River
2927,23.000000000000000,1588,5,265,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,2040,-9999,-9999,2040,E,Mississippi National River and Recreation Area,National River
2928,9.000000000000000,1588,6,265,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,2040,-9999,-9999,2040,UN,Mississippi National River and Recreation Area,National River
2929,5.000000000000000,1588,7,265,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,2040,-9999,-9999,2040,UE,Mississippi National River and Recreation Area,National River
2930,1.000000000000000,1588,3,265,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,2040,-9999,-9999,2040,C,Mississippi National River and Recreation Area,National River
2931,5.000000000000000,1612,3,265,14930_41_42_44_50,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,-9999,-9999,17,C,Mississippi National River and Recreation Area,National River
2932,3.000000000000000,1598,6,265,13653_41,Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,Conifer,112,243,-9999,76,UN,Mississippi National River and Recreation Area,National River
2933,4.000000000000000,1598,7,265,13653_41,Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,Conifer,112,243,-9999,76,UE,Mississippi National River and Recreation Area,National River
2934,1.000000000000000,1601,4,265,14071_41_50_51,Laurentian Pine-Oak Barrens,Hardwood-Conifer,109,75,5,4,D,Mississippi National River and Recreation Area,National River
2935,33.000000000000000,1613,120,265,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,18,-9999,-9999,18,Developed,Mississippi National River and Recreation Area,National River
2936,2.000000000000000,1613,1,265,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,18,-9999,-9999,18,A,Mississippi National River and Recreation Area,National River
2937,2.000000000000000,1608,2,265,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,716,-9999,123,105,B,Mississippi National River and Recreation Area,National River
2938,1.000000000000000,1608,120,265,14770_40_41_50_51,Boreal Acidic Peatland Systems,Riparian,716,-9999,123,105,Developed,Mississippi National River and Recreation Area,National River
2939,145.000000000000000,1597,120,265,13652_41,Boreal White Spruce-Fir-Hardwood Forest-Coastal,Conifer,939,1147,-9999,516,Developed,Mississippi National River and Recreation Area,National River
2940,766.000000000000000,1597,7,265,13652_41,Boreal White Spruce-Fir-Hardwood Forest-Coastal,Conifer,939,1147,-9999,516,UE,Mississippi National River and Recreation Area,National River
2941,46.000000000000000,1590,132,265,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,74,56,23,13,Barren or Sparse,Mississippi National River and Recreation Area,National River
2942,33.000000000000000,1600,132,265,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,341,246,5,5,Barren or Sparse,Mississippi National River and Recreation Area,National River
2943,1.000000000000000,1610,2,265,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,989,-9999,-9999,989,B,Mississippi National River and Recreation Area,National River
2944,2448.000000000000000,1603,6,265,14120_39_40_41_42_43_50_51,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,4,-9999,87,3,UN,Mississippi National River and Recreation Area,National River
2945,1879.000000000000000,1604,180,265,14200_41,Northern Tallgrass Prairie,Grassland,4,-9999,-9999,4,Agriculture,Mississippi National River and Recreation Area,National River
2946,1325.000000000000000,1604,120,265,14200_41,Northern Tallgrass Prairie,Grassland,4,-9999,-9999,4,Developed,Mississippi National River and Recreation Area,National River
2947,2109.000000000000000,1603,180,265,14120_39_40_41_42_43_50_51,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,4,-9999,87,3,Agriculture,Mississippi National River and Recreation Area,National River
2948,1597.000000000000000,1603,120,265,14120_39_40_41_42_43_50_51,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,4,-9999,87,3,Developed,Mississippi National River and Recreation Area,National River
2949,21.000000000000000,1609,132,265,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,Barren or Sparse,Mississippi National River and Recreation Area,National River
2950,293.000000000000000,1599,132,265,13940_39_40_41,North-Central Interior Oak Savanna,Hardwood,550,165,5,5,Barren or Sparse,Mississippi National River and Recreation Area,National River
2951,721.000000000000000,1603,7,265,14120_39_40_41_42_43_50_51,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,4,-9999,87,3,UE,Mississippi National River and Recreation Area,National River
2952,443.000000000000000,1604,7,265,14200_41,Northern Tallgrass Prairie,Grassland,4,-9999,-9999,4,UE,Mississippi National River and Recreation Area,National River
2953,785.000000000000000,1604,6,265,14200_41,Northern Tallgrass Prairie,Grassland,4,-9999,-9999,4,UN,Mississippi National River and Recreation Area,National River
2954,19.000000000000000,1603,1,265,14120_39_40_41_42_43_50_51,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,4,-9999,87,3,A,Mississippi National River and Recreation Area,National River
2955,39.000000000000000,1604,2,265,14200_41,Northern Tallgrass Prairie,Grassland,4,-9999,-9999,4,B,Mississippi National River and Recreation Area,National River
2956,17.000000000000000,1604,3,265,14200_41,Northern Tallgrass Prairie,Grassland,4,-9999,-9999,4,C,Mississippi National River and Recreation Area,National River
2957,5.000000000000000,1604,1,265,14200_41,Northern Tallgrass Prairie,Grassland,4,-9999,-9999,4,A,Mississippi National River and Recreation Area,National River
2958,80.000000000000000,1604,132,265,14200_41,Northern Tallgrass Prairie,Grassland,4,-9999,-9999,4,Barren or Sparse,Mississippi National River and Recreation Area,National River
2959,26.000000000000000,1612,132,265,14930_41_42_44_50,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,-9999,-9999,17,Barren or Sparse,Mississippi National River and Recreation Area,National River
2960,160.000000000000000,1597,132,265,13652_41,Boreal White Spruce-Fir-Hardwood Forest-Coastal,Conifer,939,1147,-9999,516,Barren or Sparse,Mississippi National River and Recreation Area,National River
2961,226.000000000000000,1597,1,265,13652_41,Boreal White Spruce-Fir-Hardwood Forest-Coastal,Conifer,939,1147,-9999,516,A,Mississippi National River and Recreation Area,National River
2962,112.000000000000000,1597,180,265,13652_41,Boreal White Spruce-Fir-Hardwood Forest-Coastal,Conifer,939,1147,-9999,516,Agriculture,Mississippi National River and Recreation Area,National River
2963,11.000000000000000,1597,4,265,13652_41,Boreal White Spruce-Fir-Hardwood Forest-Coastal,Conifer,939,1147,-9999,516,D,Mississippi National River and Recreation Area,National River
2964,100.000000000000000,1591,132,265,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,1027,-9999,857,467,Barren or Sparse,Mississippi National River and Recreation Area,National River
2965,492.000000000000000,1591,120,13,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,1027,-9999,857,467,Developed,Lower Saint Croix National Scenic Riverway,National Wild & Scenic River
2966,488.000000000000000,1591,7,13,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,1027,-9999,857,467,UE,Lower Saint Croix National Scenic Riverway,National Wild & Scenic River
2967,2910.000000000000000,1591,3,13,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,1027,-9999,857,467,C,Lower Saint Croix National Scenic Riverway,National Wild & Scenic River
2968,10946.000000000000000,11,111,13,0,Open Water,Open Water,-9999,-9999,-9999,-9999,Water,Lower Saint Croix National Scenic Riverway,National Wild & Scenic River
2969,1725.000000000000000,1591,6,13,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,1027,-9999,857,467,UN,Lower Saint Croix National Scenic Riverway,National Wild & Scenic River
2970,75.000000000000000,1606,120,13,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,432,67,58,Developed,Lower Saint Croix National Scenic Riverway,National Wild & Scenic River
2971,339.000000000000000,1591,180,13,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,1027,-9999,857,467,Agriculture,Lower Saint Croix National Scenic Riverway,National Wild & Scenic River
2972,1.000000000000000,1598,120,13,13653_41,Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch,Conifer,112,243,-9999,76,Developed,Lower Saint Croix National Scenic Riverway,National Wild & Scenic River
2973,2127.000000000000000,1609,3,13,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,C,Lower Saint Croix National Scenic Riverway,National Wild & Scenic River
2974,1460.000000000000000,1606,3,13,14710_41_50,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,432,67,58,C,Lower Saint Croix National Scenic Riverway,National Wild & Scenic River
2975,3.000000000000000,2724,2,13,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,230,-9999,40,34,B,Lower Saint Croix National Scenic Riverway,National Wild & Scenic River
2976,5096.000000000000000,1590,4,13,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,74,56,23,13,D,Lower Saint Croix National Scenic Riverway,National Wild & Scenic River
2977,2383.000000000000000,1600,3,13,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,341,246,5,5,C,Lower Saint Croix National Scenic Riverway,National Wild & Scenic River
2978,2108.000000000000000,1590,3,13,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,74,56,23,13,C,Lower Saint Croix National Scenic Riverway,National Wild & Scenic River
2979,746.000000000000000,1590,7,13,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,74,56,23,13,UE,Lower Saint Croix National Scenic Riverway,National Wild & Scenic River
2980,260.000000000000000,1600,120,13,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,341,246,5,5,Developed,Lower Saint Croix National Scenic Riverway,National Wild & Scenic River
2981,680.000000000000000,1600,2,13,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,341,246,5,5,B,Lower Saint Croix National Scenic Riverway,National Wild & Scenic River
2982,26.000000000000000,1590,1,13,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,74,56,23,13,A,Lower Saint Croix National Scenic Riverway,National Wild & Scenic River
2983,13.000000000000000,1600,6,13,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,341,246,5,5,UN,Lower Saint Croix National Scenic Riverway,National Wild & Scenic River
